Student_ID,WAEC_Subjects,WAEC_Grades,JAMB_Subjects,JAMB_Score,JAMB_Cutoff,Post_UTME_Score,Aggregate_Score,Course_Cutoff,Admitted_Course
8666bbc6,"Economics, Civic Education, Chemistry, Financial Accounting, Geography","C4, D7, C6, D7, B3","Mathematics, Literature in English, Commerce, English Language",203,150,89,69.88,59.75,ND Accountancy
89048a8b,"Agricultural Science, Chemistry, Biology, Financial Accounting, English Language","F9, B2, F9, C6, F9","Government, Mathematics, Chemistry, Biology",239,150,53,56.38,59.75,None
130633df,"Biology, English Language, Commerce, Financial Accounting, Agricultural Science","C6, B3, C4, D7, C6","Physics, Biology, Economics, Commerce",313,150,49,63.62,50,ND Agricultural Technology
3e37e47d,"Civic Education, English Language, Commerce, Economics, Mathematics","A1, B3, B3, B2, A1","Geography, Biology, Economics, Physics",157,160,90,64.62,50,None
f319574b,"Geography, Government, Civic Education, Chemistry, Physics","B3, C5, E8, C5, B2","Mathematics, Biology, Chemistry, Economics",238,150,72,65.75,56.25,ND Estate Management
7f2a5ac1,"Economics, Mathematics, English Language, Physics, Biology","C5, A1, F9, C6, C6","Physics, Literature in English, Biology, Commerce",207,150,83,67.38,50.88,ND Agricultural & Bio-Environmental Engineering
bef96d18,"Economics, Physics, Chemistry, Geography, Agricultural Science","B2, F9, B3, C5, A1","Biology, Chemistry, Physics, Literature in English",165,150,90,65.62,58.5,ND Business Administration & Management
f0dd17db,"Government, Commerce, Financial Accounting, Biology, English Language","F9, B2, C5, B2, C4","Government, Literature in English, Biology, Mathematics",329,150,51,66.62,58.5,ND Business Administration & Management
86d8f950,"Civic Education, Geography, Chemistry, Commerce, Agricultural Science","C6, D7, B2, A1, C4","Literature in English, Chemistry, Economics, Geography",291,150,25,48.88,61.75,None
54320971,"Civic Education, English Language, Government, Literature in English, Chemistry","C4, B3, E8, B2, C4","Government, Chemistry, Geography, Biology",347,150,36,61.38,55.88,ND Food Technology
cfd6b4e5,"Chemistry, Literature in English, Government, Economics, Commerce","B3, D7, F9, F9, C6","Literature in English, Physics, Geography, Mathematics",206,150,42,46.75,59.25,None
2493e431,"Agricultural Science, English Language, Literature in English, Financial Accounting, Geography","C4, C5, B3, D7, F9","Biology, Mathematics, English Language, Literature in English",309,150,27,52.12,50,ND Polymer Technology
34f6a270,"Economics, Literature in English, Biology, Commerce, Physics","A1, E8, F9, F9, B3","English Language, Mathematics, Chemistry, Physics",192,150,46,47,50,None
bd92d768,"English Language, Civic Education, Literature in English, Mathematics, Agricultural Science","B3, C6, A1, B2, E8","Mathematics, Literature in English, Physics, English Language",197,150,79,64.12,54.75,ND Marine Engineering
d1a64a14,"Geography, Chemistry, English Language, Government, Literature in English","C5, D7, F9, C4, B3","Government, Chemistry, English Language, Commerce",250,150,100,81.25,50,ND Agricultural Technology
ed3bd136,"Government, Chemistry, Geography, English Language, Civic Education","F9, B3, A1, C5, F9","Government, Commerce, Geography, Biology",274,150,82,75.25,50,ND Library &  Information Science
6c4994fa,"Government, Financial Accounting, English Language, Civic Education, Agricultural Science","D7, E8, F9, A1, C5","Government, Commerce, English Language, Geography",231,150,24,40.88,64.38,None
c5f25061,"Physics, Financial Accounting, Chemistry, Civic Education, Government","B2, F9, F9, C5, C4","English Language, Literature in English, Geography, Physics",153,160,25,31.62,50,None
59009028,"Literature in English, Agricultural Science, Physics, Commerce, English Language","C6, C4, F9, B2, B2","Mathematics, Government, Economics, Commerce",338,150,28,56.25,50,ND Welding & Fabrication
4ee832b3,"Civic Education, Chemistry, English Language, Mathematics, Literature in English","A1, D7, D7, F9, D7","Chemistry, Biology, Mathematics, Commerce",154,150,90,64.25,50,ND Leisure & Tourism
2d9b3ef1,"Biology, Government, Economics, Physics, Mathematics","D7, C4, C6, C5, D7","Literature in English, Physics, Economics, Geography",315,150,49,63.88,56.5,ND Office Technology & Mgt
c154939b,"Mathematics, Government, Civic Education, Economics, Financial Accounting","C6, C5, A1, C6, E8","Literature in English, Mathematics, Physics, Geography",181,150,91,68.12,58.38,ND Marketing
68b7a872,"Government, Financial Accounting, Literature in English, Agricultural Science, Economics","B2, C6, C4, E8, C4","Commerce, Geography, Biology, Physics",281,150,83,76.62,59.75,ND Accountancy
d78ccb56,"Economics, Mathematics, Civic Education, Government, Chemistry","C6, B3, D7, C6, C4","Geography, English Language, Government, Mathematics",220,150,28,41.5,51.5,None
0e157287,"Agricultural Science, Civic Education, Geography, English Language, Biology","D7, C6, C6, C5, C5","Government, Mathematics, Physics, Geography",343,150,78,81.88,57.38,ND Mechanical Engineering
f930c5f9,"English Language, Agricultural Science, Mathematics, Economics, Literature in English","B2, C5, F9, D7, A1","Economics, Mathematics, English Language, Government",285,150,41,56.12,59.75,None
567802c5,"Commerce, Financial Accounting, Civic Education, Physics, Chemistry","E8, D7, D7, B3, A1","Physics, Mathematics, Government, Literature in English",252,150,44,53.5,50,ND Surveying & Geo-Informatics
8a0549ff,"Physics, Biology, Chemistry, Government, Mathematics","B2, B3, C6, B3, A1","Literature in English, Physics, English Language, Mathematics",318,150,73,76.25,50,ND Quantity Surveying
5406a187,"Biology, Geography, Civic Education, Chemistry, Physics","B3, F9, A1, C4, E8","Commerce, Government, Physics, English Language",290,150,81,76.75,61.75,ND Computer Science
50ffbfee,"Government, Commerce, Chemistry, Physics, Agricultural Science","D7, F9, F9, C6, E8","Government, Economics, English Language, Physics",345,150,30,58.12,54.38,ND Banking & Finance
14a11b07,"Civic Education, Commerce, English Language, Biology, Government","B2, B2, C4, C6, C5","English Language, Commerce, Geography, Mathematics",286,150,86,78.75,50,ND Quantity Surveying
833c0c22,"Economics, English Language, Commerce, Literature in English, Agricultural Science","B2, C4, B3, B3, B3","Literature in English, English Language, Economics, Commerce",254,150,48,55.75,50.63,ND Building Technology
2913bcee,"Civic Education, Agricultural Science, Chemistry, Biology, Government","C4, C4, C6, F9, B2","Geography, Biology, English Language, Government",191,150,67,57.38,50,ND Welding & Fabrication
9e451263,"Government, Literature in English, Commerce, Chemistry, Geography","B3, C6, E8, C6, D7","Literature in English, Government, Mathematics, Biology",279,150,63,66.38,58,ND Architectural Technology
903b402e,"Financial Accounting, Chemistry, Government, Mathematics, Commerce","E8, F9, B3, C6, A1","Mathematics, Commerce, Biology, Geography",340,150,28,56.5,50.63,ND Building Technology
b76f3fc3,"English Language, Geography, Economics, Government, Biology","A1, B3, F9, C6, B3","Commerce, Physics, Mathematics, English Language",257,150,72,68.12,50,ND Printing Technology
5a74d61d,"Commerce, Physics, Government, Financial Accounting, Chemistry","C5, E8, C6, D7, C5","Economics, Mathematics, Chemistry, Biology",328,150,75,78.5,57.38,ND Mechanical Engineering
a548f1bc,"Physics, Commerce, Literature in English, Biology, Chemistry","E8, D7, C6, F9, E8","Physics, English Language, Mathematics, Literature in English",180,150,82,63.5,50,ND Leisure & Tourism
fb8c0cf9,"Physics, Financial Accounting, Literature in English, Government, Chemistry","E8, E8, E8, B2, B2","Commerce, Biology, Economics, Geography",302,150,24,49.75,50,None
90ba56ce,"Chemistry, Civic Education, Biology, Government, Physics","C6, D7, F9, C5, C5","Literature in English, English Language, Mathematics, Biology",214,150,41,47.25,56.13,None
90cc01e3,"Literature in English, Mathematics, Physics, Economics, English Language","A1, A1, C5, C6, C4","Commerce, Geography, Chemistry, Economics",341,160,96,90.62,50,B.Sc Home Economics Education.
19091d0d,"Economics, English Language, Financial Accounting, Chemistry, Literature in English","C4, B2, E8, B3, C4","Chemistry, Mathematics, Commerce, English Language",336,150,53,68.5,58.38,ND Marketing
81305c37,"Commerce, Literature in English, English Language, Civic Education, Agricultural Science","F9, B2, C5, B2, A1","Geography, English Language, Chemistry, Biology",328,150,21,51.5,54,None
d2946a54,"Literature in English, Agricultural Science, English Language, Government, Physics","E8, A1, D7, D7, C6","Economics, Commerce, Mathematics, Physics",298,150,98,86.25,54.38,ND Banking & Finance
5460a244,"Chemistry, Agricultural Science, Financial Accounting, Civic Education, Government","F9, C5, D7, B3, C5","Government, Mathematics, Geography, Economics",158,160,20,29.75,50,None
d14febd8,"English Language, Chemistry, Economics, Agricultural Science, Geography","A1, F9, C4, C5, C4","English Language, Economics, Chemistry, Physics",185,150,26,36.12,58.5,None
38bb16ce,"Civic Education, Government, Biology, Agricultural Science, English Language","E8, E8, C4, B2, C5","Mathematics, Literature in English, Economics, English Language",304,150,91,83.5,51.5,ND Industrial Maintenance Engineering
a5b7f365,"Chemistry, Financial Accounting, Economics, Biology, Literature in English","C6, C6, A1, D7, B2","Government, Economics, Biology, Commerce",225,150,95,75.62,59.25,ND Mechatronics Engineering
e44a57f1,"Chemistry, Commerce, Economics, English Language, Mathematics","F9, C5, F9, C4, B3","Chemistry, English Language, Mathematics, Physics",340,150,51,68,54.88,ND Nutrition & Dietetics
8aa67441,"Government, Geography, Agricultural Science, Literature in English, Economics","C5, E8, C6, C6, C4","Biology, Literature in English, Government, Mathematics",151,150,80,58.88,56.75,ND Chemical Engineering
be576d58,"Government, Civic Education, Agricultural Science, Economics, Financial Accounting","B3, B2, C4, F9, B2","Economics, English Language, Physics, Mathematics",302,150,99,87.25,50,ND Metallurgical Engineering
6964b509,"Biology, Civic Education, English Language, Literature in English, Chemistry","A1, B3, B2, D7, F9","English Language, Chemistry, Government, Commerce",278,150,73,71.25,58.38,ND Marketing
f6ab3f09,"Financial Accounting, Commerce, Government, Physics, Biology","E8, E8, B3, B3, B2","Commerce, Economics, Chemistry, Geography",220,150,43,49,59.25,None
f8336841,"Physics, Financial Accounting, Literature in English, English Language, Chemistry","C4, C5, C6, D7, C5","Chemistry, Mathematics, Geography, Government",191,150,90,68.88,59.75,ND Computer Engineering
d37d5fc1,"Geography, Commerce, Agricultural Science, Chemistry, Financial Accounting","D7, C5, C4, C4, F9","Mathematics, Chemistry, Geography, Economics",310,150,34,55.75,50,ND Surveying & Geo-Informatics
95107bbe,"Physics, Economics, Chemistry, Government, English Language","C4, C6, C6, B3, F9","Economics, Commerce, English Language, Literature in English",315,150,100,89.38,59.75,ND Accountancy
0b23504e,"Biology, Geography, Government, Agricultural Science, Chemistry","F9, C4, A1, C4, E8","Government, Commerce, Physics, Geography",304,150,73,74.5,59.25,ND Mechatronics Engineering
3aa61761,"Economics, Government, Agricultural Science, Physics, Mathematics","B3, D7, F9, F9, C6","Physics, Chemistry, Government, Biology",158,150,61,50.25,50,ND Textile Technology
0c1ed831,"Government, Financial Accounting, Chemistry, Literature in English, Mathematics","B3, B2, B2, C6, B2","Literature in English, Government, Commerce, English Language",309,150,57,67.12,64.38,ND Science Laboratory Technology
67a4d986,"Economics, Geography, Chemistry, Civic Education, Financial Accounting","C4, E8, C4, E8, C5","Chemistry, Biology, Literature in English, Economics",314,150,92,85.25,50,ND Metallurgical Engineering
2f06c44e,"Commerce, Chemistry, Biology, Geography, Financial Accounting","B3, B3, B3, B3, D7","Physics, Mathematics, Economics, Biology",300,150,24,49.5,59.75,None
bcb4c4a2,"Economics, Civic Education, Literature in English, Government, Chemistry","F9, E8, A1, B3, B3","Literature in English, Chemistry, Government, English Language",252,150,81,72,50,ND Printing Technology
5325dc54,"Geography, English Language, Economics, Mathematics, Chemistry","F9, F9, D7, D7, E8","Literature in English, English Language, Commerce, Mathematics",305,150,71,73.62,54,ND Hospitality Management
0f3080b2,"Biology, Chemistry, Government, Commerce, Mathematics","D7, D7, A1, C6, C5","Literature in English, English Language, Economics, Geography",241,160,100,80.12,50,B.Sc Computer Education
062bfba7,"Commerce, Agricultural Science, Civic Education, Chemistry, Physics","A1, E8, C4, E8, B2","English Language, Commerce, Mathematics, Chemistry",183,150,26,35.88,50,None
a1756776,"Physics, Economics, English Language, Commerce, Financial Accounting","C5, C5, D7, D7, C4","Chemistry, Biology, Commerce, English Language",343,160,52,68.88,50,B.Sc Computer Education
ba70055c,"Civic Education, Agricultural Science, Geography, Literature in English, Biology","F9, F9, B2, C4, C4","Commerce, Mathematics, Geography, Government",196,150,92,70.5,64.38,ND Science Laboratory Technology
2ff4bace,"Economics, Geography, Mathematics, Agricultural Science, Chemistry","B2, C5, C4, A1, E8","Biology, Literature in English, Economics, Government",320,150,66,73,59.25,ND Mechatronics Engineering
4995e95c,"English Language, Biology, Civic Education, Geography, Chemistry","E8, E8, C6, B2, C5","Geography, Economics, Chemistry, Biology",186,150,42,44.25,50.63,None
6870a41d,"Physics, Financial Accounting, Chemistry, Geography, Civic Education","E8, E8, C6, E8, C4","Biology, Government, Economics, Chemistry",332,150,56,69.5,54.75,ND Marine Engineering
b69ae9bb,"Mathematics, English Language, Geography, Economics, Government","A1, A1, C5, E8, C4","Economics, Geography, English Language, Commerce",249,150,56,59.12,56.25,ND Estate Management
6eda736a,"English Language, Literature in English, Physics, Economics, Mathematics","D7, B2, D7, C6, B2","Physics, English Language, Geography, Chemistry",298,150,32,53.25,50.63,ND Building Technology
76c95fee,"Physics, Biology, Civic Education, Financial Accounting, Economics","C4, B2, F9, C5, B3","Commerce, Chemistry, Geography, Literature in English",220,160,81,68,50,B.Sc Mathematics Education
9a282346,"Financial Accounting, Geography, Economics, Agricultural Science, Mathematics","E8, B3, E8, D7, B2","Mathematics, Economics, Commerce, Literature in English",262,160,46,55.75,50,B.Sc Mathematics Education
2d4912b2,"Economics, Physics, Agricultural Science, Literature in English, English Language","D7, D7, A1, D7, D7","Mathematics, Geography, English Language, Government",224,150,28,42,50,None
fae09e4e,"Biology, Literature in English, English Language, Agricultural Science, Government","B3, F9, B3, C6, D7","Government, Physics, Mathematics, English Language",268,160,73,70,50,B.Sc Mathematics Education
acaadda0,"Civic Education, Physics, Agricultural Science, English Language, Government","B3, C5, B2, C4, B3","English Language, Economics, Government, Literature in English",202,150,45,47.75,57.38,None
69f9cfb9,"Literature in English, Biology, Government, Commerce, Chemistry","D7, B2, A1, B2, C6","Physics, Biology, Geography, Economics",342,150,64,74.75,58,ND Architectural Technology
ab729b9e,"Biology, Financial Accounting, Literature in English, Geography, Commerce","B3, E8, C5, A1, A1","Mathematics, Biology, Commerce, Physics",173,150,85,64.12,50,ND Textile Technology
d0368d9b,"Mathematics, Physics, Financial Accounting, Civic Education, Literature in English","A1, D7, B2, C6, D7","Geography, Biology, Mathematics, Physics",231,150,55,56.38,63.25,None
44d9522e,"Civic Education, Government, Biology, Geography, Commerce","B2, E8, B2, D7, E8","Mathematics, Geography, Economics, Commerce",269,150,26,46.62,50,None
35e9e3a1,"Mathematics, Commerce, Literature in English, Biology, Civic Education","F9, D7, F9, A1, C6","Commerce, Government, English Language, Geography",302,150,65,70.25,56.75,ND Chemical Engineering
a35c1469,"Physics, Economics, Geography, Government, Agricultural Science","B2, E8, E8, C6, D7","Commerce, English Language, Biology, Chemistry",304,150,86,81,50.88,ND Agricultural & Bio-Environmental Engineering
d1c3631f,"Biology, English Language, Chemistry, Mathematics, Physics","C6, F9, C6, F9, D7","Chemistry, Biology, Physics, Mathematics",176,150,34,39,51.5,None
ba634a5b,"Chemistry, Biology, Mathematics, Physics, Economics","D7, C6, A1, B3, D7","Geography, English Language, Government, Physics",182,160,67,56.25,50,B.Sc Physics Education
21c71aa3,"Geography, Government, Financial Accounting, Mathematics, Chemistry","D7, C4, B3, A1, C5","Literature in English, Physics, Economics, Biology",323,150,40,60.38,58,ND Architectural Technology
3b9857e8,"Financial Accounting, Mathematics, Biology, Government, Literature in English","B2, C6, B2, A1, B2","Chemistry, Geography, Literature in English, Biology",236,150,49,54,60.38,None
f9c916fe,"Civic Education, Chemistry, Physics, Agricultural Science, Mathematics","C5, C4, C5, E8, B2","Mathematics, Literature in English, Biology, Commerce",218,150,48,51.25,50,ND Urban & Regional Planning
47d15305,"Geography, Chemistry, Financial Accounting, English Language, Commerce","B3, A1, C5, C4, B2","Chemistry, Physics, Government, English Language",218,150,41,47.75,54.38,None
c225a4c0,"Agricultural Science, Mathematics, Civic Education, Literature in English, Commerce","A1, B2, E8, A1, E8","Biology, Commerce, Government, Literature in English",216,150,83,68.5,59.75,ND Computer Engineering
a45b289e,"Civic Education, Commerce, Mathematics, English Language, Physics","C4, C6, C6, B2, D7","Literature in English, Government, Chemistry, English Language",286,150,87,79.25,50,ND Quantity Surveying
cf59936b,"Geography, Literature in English, Economics, Physics, Financial Accounting","C4, E8, C6, F9, C5","Geography, Mathematics, Physics, English Language",315,160,27,52.88,50,B.Sc Mathematics Education
7fa86173,"Government, Physics, Geography, Financial Accounting, English Language","B2, B3, C5, C5, F9","Commerce, Physics, Mathematics, Geography",286,150,66,68.75,50,ND Quantity Surveying
1dff6b78,"Physics, Economics, Mathematics, Commerce, Agricultural Science","B3, F9, C4, C4, F9","Mathematics, Physics, Government, Geography",340,150,97,91,50,ND Leisure & Tourism
a8336740,"Commerce, Physics, Literature in English, Mathematics, Agricultural Science","E8, C6, A1, D7, D7","Economics, Government, Geography, Mathematics",333,150,35,59.12,50,ND Urban & Regional Planning
b6d06a6c,"Civic Education, Mathematics, Agricultural Science, Financial Accounting, Commerce","B2, A1, B2, C4, C4","English Language, Economics, Literature in English, Commerce",222,150,39,47.25,50,None
272ec108,"Civic Education, Mathematics, Geography, Biology, Literature in English","A1, F9, B3, F9, C6","Physics, Mathematics, English Language, Economics",301,160,87,81.12,50,B.Sc Computer Education
f52d2ef2,"Mathematics, Civic Education, Economics, Geography, Agricultural Science","C6, B3, E8, D7, C4","Commerce, Geography, Physics, Literature in English",232,150,51,54.5,60.38,None
f98d2467,"Mathematics, Physics, Civic Education, Literature in English, Financial Accounting","F9, E8, B2, D7, C6","English Language, Government, Economics, Chemistry",217,160,26,40.12,50,None
ba473551,"Literature in English, Financial Accounting, Commerce, Economics, Geography","E8, D7, A1, A1, C4","Physics, Mathematics, Literature in English, Chemistry",204,150,75,63,62.13,ND Mass Communication
ea873035,"Commerce, Economics, Literature in English, Chemistry, Mathematics","C5, C4, B3, B2, E8","Literature in English, Biology, Physics, English Language",238,150,59,59.25,50,ND Surveying & Geo-Informatics
e93541b7,"Biology, Commerce, Agricultural Science, Physics, Economics","B3, C4, C5, E8, A1","Government, Economics, Mathematics, Physics",200,150,84,67,57.38,ND Mechanical Engineering
a3f67a3d,"Financial Accounting, Commerce, Geography, Physics, Civic Education","C5, B2, C6, D7, B3","Literature in English, Mathematics, Commerce, Physics",342,160,30,57.75,50,B.Sc Art Education
cb33de8b,"Biology, Commerce, Geography, Mathematics, Economics","B2, B3, A1, B3, C5","Economics, Mathematics, Geography, Literature in English",330,150,69,75.75,50,ND Agricultural Technology
338d1202,"Mathematics, Physics, Geography, Chemistry, Literature in English","B3, F9, A1, D7, C5","Literature in English, Economics, Geography, Government",313,150,69,73.62,59.75,ND Computer Engineering
b3d6b28b,"Financial Accounting, Economics, Chemistry, Biology, Government","C5, D7, B2, F9, F9","Geography, English Language, Mathematics, Economics",206,150,20,35.75,56.25,None
9c225f2b,"Literature in English, Financial Accounting, Biology, Civic Education, Commerce","C5, E8, E8, F9, C4","Physics, Commerce, Literature in English, Geography",238,150,60,59.75,54,ND Hospitality Management
d5d77580,"Civic Education, Government, Physics, Financial Accounting, Chemistry","A1, C4, C6, B2, A1","Physics, Literature in English, Commerce, Government",329,150,88,85.12,50,ND Metallurgical Engineering
0f5dce6b,"Financial Accounting, Mathematics, Geography, Commerce, Literature in English","D7, A1, D7, A1, B3","English Language, Chemistry, Physics, Geography",260,150,27,46,54.88,None
8367a524,"Mathematics, Agricultural Science, Economics, Civic Education, Government","B3, B3, F9, D7, B3","English Language, Government, Commerce, Literature in English",337,150,20,52.12,59.75,None
2f44a7a3,"Mathematics, English Language, Geography, Literature in English, Chemistry","B3, E8, B2, C6, F9","Geography, Biology, Literature in English, Mathematics",330,150,37,59.75,57.38,ND Mechanical Engineering
5864a91a,"Chemistry, Mathematics, Physics, Commerce, Financial Accounting","D7, C5, F9, F9, C6","English Language, Geography, Chemistry, Physics",157,160,40,39.62,50,None
a9836dfd,"Government, English Language, Civic Education, Literature in English, Commerce","C5, C6, E8, B3, C6","English Language, Commerce, Chemistry, Economics",262,150,29,47.25,58.5,None
1e9192e3,"Financial Accounting, Civic Education, Biology, Government, Chemistry","E8, B3, A1, C4, C4","Economics, Commerce, Government, Biology",318,160,42,60.75,50,B.Sc Home Economics Education.
0afe795d,"Physics, Civic Education, Commerce, Government, Literature in English","A1, E8, B3, E8, B3","Mathematics, Economics, English Language, Commerce",266,150,49,57.75,61.5,None
c2f1a1bf,"Government, Agricultural Science, Chemistry, Literature in English, Civic Education","E8, C5, C5, F9, C4","Chemistry, Economics, Government, Biology",283,150,74,72.38,58.5,ND Business Administration & Management
6ec7217e,"Government, Commerce, Geography, Literature in English, Mathematics","B3, C6, A1, C4, F9","Government, Commerce, Literature in English, Biology",237,160,55,57.12,50,B.Sc Business Education
69e78005,"Commerce, Agricultural Science, Biology, Physics, Government","C6, C5, C6, A1, A1","Physics, Mathematics, Economics, Geography",161,150,33,36.62,61.5,None
0cca33dd,"Mathematics, Biology, Geography, Agricultural Science, Physics","B2, E8, C5, A1, C4","English Language, Geography, Literature in English, Mathematics",322,150,85,82.75,62.13,ND Mass Communication
960ec462,"Biology, English Language, Civic Education, Literature in English, Economics","D7, D7, B3, B2, A1","Commerce, Geography, Government, Literature in English",328,150,96,89,54.75,ND Marine Engineering
36b8907c,"Physics, Agricultural Science, Mathematics, English Language, Geography","C5, A1, A1, B3, C5","Biology, Chemistry, Mathematics, Government",195,150,63,55.88,58.5,None
5736c826,"Mathematics, Biology, Physics, Economics, Agricultural Science","C6, F9, C6, B2, D7","Physics, Chemistry, Government, Economics",329,150,76,79.12,54.88,ND Nutrition & Dietetics
0499b99d,"Civic Education, Biology, Mathematics, Chemistry, Government","E8, C5, C4, D7, E8","Physics, Geography, Biology, Economics",315,160,89,83.88,50,B.Sc Industrial Technical Education
3180d4b3,"Government, Economics, Physics, Financial Accounting, Commerce","D7, B3, E8, A1, E8","Literature in English, Mathematics, Biology, English Language",229,160,57,57.12,50,B.Sc Art Education
87178d0a,"English Language, Geography, Literature in English, Agricultural Science, Economics","E8, C5, B3, A1, A1","Physics, Literature in English, Geography, Commerce",236,160,88,73.5,50,B.Sc Integrated Science
5c031ba9,"English Language, Government, Mathematics, Chemistry, Biology","A1, D7, C5, F9, C6","Literature in English, Economics, Chemistry, Geography",175,150,82,62.88,54.75,ND Marine Engineering
42784311,"Physics, Chemistry, Commerce, Financial Accounting, Government","E8, C6, F9, B2, F9","Mathematics, English Language, Biology, Literature in English",188,150,70,58.5,54.75,ND Marine Engineering
c5e888c6,"Financial Accounting, Chemistry, Biology, Agricultural Science, Government","F9, C6, E8, B3, B2","Biology, Mathematics, Commerce, Economics",226,150,24,40.25,56.13,None
36493c2e,"Mathematics, Physics, Civic Education, English Language, Economics","F9, C5, D7, B2, E8","English Language, Economics, Commerce, Physics",303,150,61,68.38,58.38,ND Marketing
3d1c2fce,"Geography, Government, Economics, Financial Accounting, English Language","E8, B2, C5, B3, D7","Economics, Government, Biology, Literature in English",329,150,32,57.12,50,ND Leisure & Tourism
da32ed87,"Economics, English Language, Financial Accounting, Civic Education, Biology","B3, D7, C6, A1, C6","English Language, Economics, Physics, Literature in English",302,150,89,82.25,55.88,ND Food Technology
e4dad112,"Biology, Civic Education, Financial Accounting, Chemistry, Geography","A1, F9, B3, D7, E8","Literature in English, Government, Economics, Geography",247,150,79,70.38,50,ND Leisure & Tourism
8f2f9f06,"English Language, Government, Literature in English, Mathematics, Economics","C5, A1, F9, A1, F9","Economics, Mathematics, Geography, Chemistry",320,160,32,56,50,B.Sc Mathematics Education
837c4409,"Commerce, Physics, Chemistry, Economics, Literature in English","A1, D7, D7, C5, E8","Economics, Geography, English Language, Physics",309,150,96,86.62,54.38,ND Banking & Finance
4be6e52f,"Civic Education, Agricultural Science, Geography, Chemistry, Economics","D7, C6, A1, D7, C4","Economics, Chemistry, English Language, Mathematics",305,150,98,87.12,50,ND Polymer Technology
f3a1413f,"Biology, Commerce, Economics, Chemistry, Government","C5, C6, F9, B2, D7","Biology, Chemistry, Commerce, Literature in English",264,150,23,44.5,50,None
6b5b793b,"English Language, Geography, Economics, Mathematics, Commerce","B2, F9, C6, D7, C6","Government, English Language, Geography, Mathematics",272,150,63,65.5,61.75,ND Computer Science
d17b0d55,"Mathematics, Economics, Biology, Financial Accounting, Government","D7, D7, B2, D7, C4","Government, Chemistry, Commerce, Economics",291,150,96,84.38,62.13,ND Mass Communication
726f4bbd,"Literature in English, Geography, Chemistry, Economics, Mathematics","C6, A1, B2, F9, D7","Physics, Government, Economics, Chemistry",225,150,58,57.12,51.5,ND Industrial Maintenance Engineering
e43567b2,"Government, Financial Accounting, Mathematics, Literature in English, Civic Education","E8, B3, E8, A1, D7","Government, English Language, Commerce, Biology",233,150,63,60.62,59.25,ND Mechatronics Engineering
96da2943,"Economics, Civic Education, Biology, Chemistry, Mathematics","C6, E8, C6, B3, C5","Commerce, Biology, Government, Physics",195,150,75,61.88,55.88,ND Food Technology
9d9751d2,"Biology, Commerce, Agricultural Science, Mathematics, Physics","B3, C4, C5, B2, A1","Government, Literature in English, Economics, Physics",289,150,73,72.62,50,ND Textile Technology
61c85a62,"Economics, Biology, Financial Accounting, Literature in English, English Language","E8, D7, F9, E8, C6","Chemistry, Literature in English, Physics, Biology",260,150,78,71.5,58.5,ND Business Administration & Management
ce2dba5b,"Financial Accounting, Government, Agricultural Science, Mathematics, Biology","C4, A1, B3, C6, B2","Commerce, Geography, Government, Mathematics",213,160,29,41.12,50,None
23464d0d,"Chemistry, Commerce, Biology, Financial Accounting, English Language","A1, A1, E8, A1, B3","Literature in English, Physics, Chemistry, Economics",349,150,33,60.12,56.75,ND Chemical Engineering
3e87ef53,"Civic Education, Biology, Geography, Government, Economics","B3, C5, A1, C5, E8","Biology, Commerce, Chemistry, Economics",348,150,57,72,54.75,ND Marine Engineering
1c0a7377,"Economics, Government, Financial Accounting, Mathematics, Commerce","C5, B3, F9, B3, C4","Government, English Language, Mathematics, Economics",259,160,83,73.88,50,B.Sc Business Education
bdf3b855,"Agricultural Science, Economics, Literature in English, Civic Education, Geography","C5, E8, D7, B2, A1","Physics, Literature in English, English Language, Chemistry",152,160,99,68.5,50,None
85817bc3,"Geography, Economics, Mathematics, Agricultural Science, Biology","B2, F9, E8, C5, C6","Mathematics, Literature in English, Biology, Commerce",253,160,67,65.12,50,B.Sc Physics Education
dadecd2d,"Civic Education, Physics, Chemistry, Financial Accounting, Literature in English","C5, C6, F9, C4, C4","Commerce, English Language, Geography, Chemistry",233,150,26,42.12,58.5,None
ee2a5639,"Physics, Mathematics, Biology, Economics, Geography","A1, B2, C4, C6, C5","English Language, Chemistry, Physics, Government",185,150,84,65.12,50,ND Welding & Fabrication
5d3b3afd,"Literature in English, Commerce, Mathematics, Economics, Financial Accounting","C5, F9, F9, D7, C6","Commerce, Biology, Economics, Literature in English",326,150,36,58.75,50.88,ND Agricultural & Bio-Environmental Engineering
878a47eb,"Financial Accounting, Agricultural Science, Commerce, Literature in English, Economics","F9, B3, C6, D7, D7","Biology, Physics, Commerce, Government",177,150,80,62.12,50,ND Metallurgical Engineering
368094eb,"Mathematics, English Language, Financial Accounting, Chemistry, Geography","C4, C6, F9, F9, B2","Mathematics, Literature in English, English Language, Biology",200,160,41,45.5,50,None
77a5e169,"Physics, Biology, Mathematics, Financial Accounting, Government","A1, D7, B2, B3, C5","Physics, Literature in English, Economics, Chemistry",161,150,31,35.62,50,None
0c2f9fb1,"Financial Accounting, Economics, Geography, English Language, Chemistry","C6, B3, E8, D7, D7","English Language, Geography, Literature in English, Chemistry",223,150,67,61.38,50,ND Printing Technology
a3e7e310,"Financial Accounting, Literature in English, Agricultural Science, Chemistry, Civic Education","D7, D7, F9, C4, C4","Biology, Government, Commerce, Physics",185,150,69,57.62,58.38,None
